"tag","patterns__-","responses__-","context__-"
"Loans","How do I obtain a NOC from the bank for settling a partial loss Insurance Claim for a vehicle under finance with HDFC Bank","You may obtain the NOC to settle the partial insurance claim in your favour, provided there are no outstandings to your loan account, by visiting any of our Retail Loan Service Center and submitting the following documents: Request form for applying for the required NOC. Original Insurance Policy (will be returned back to you at the centre, post validation). Copy of the Insurance Policy, duly self attested by you. Claim Voucher provided by Insurance Company Applicable fee of Rs. 500/- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. Note, for Total Loss, Claims will be settled in favour of the Bank to close the loan based on the Loan Pre-Termination Statement as on the date of request and in case of any excess claim received from the Insurance Company, a refund will be made favouring the customer. View more",""
"Loans","How can I get my address changed in my loan account","In order to change your address in our records, we request you to visit the Retail Loan Service Center and submit the following documents: Request form for Address Change. Self Attested copy of your revised address proof along with the original address proof for validation. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided.",""
"Loans","How do I obtain a NOC from the bank if my Registration Certificate is mutilated and  I wish to apply for a duplicate Registration Certificate book for a vehicle under finance with HDFC Bank","You may obtain the NOC for a duplicate Registration Certificate book for the said purpose by visiting any of our Retail Loan Service Center and submitting the following documents: Request form for applying for the required NOC. Self attested copy of the Registration Certificate book, duly self attested by you, along with the Original Registration Certificate book for validation. Applicable fee of Rs. 500//- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","How do I obtain a NOC from the bank if I have lost my Registration Certificate book for a vehicle under finance with HDFC Bank","You may obtain the NOC for a duplicate Registration Certificate book for your vehicle loan, by visiting any of our Retail Loan Service Center and submitting the following documents: Request form for applying for the required NOC. Self attested copy of the Registration Certificate book, duly self attested by you for validation. Copy of FIR or certificate from police or Acknowledgement from Police on written complaint with General Diary No. Applicable fee of Rs. 500//- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","How do I obtain a Duplicate Repayment Schedule for my loan account","You may obtain a Duplicate Repayment Schedule for your loan account, free of charge by registering for our NetBanking facility on www.hdfcbank.com and download the repayment schedule for your linked loan account. Alternatively, you may visit the nearest Retail Loan Service Center and submit the following documents: Request form for Duplicate Repayment Schedule. Duplicate Repayment Schedule Charges of Rs.200/- favouring HDFC Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided View more",""
"Loans","What will be done with the post dated cheques if I request to change the mode of repayment/account for my loan","Post Dated Cheques(PDCs)/Security Cheques submitted towards loan repayment that have not been encashed, will be defaced and retained by the Bank. In case, you wish to have your old Post Dated Cheques(PDCs)/ Security Cheques to be returned to you, kindly lodge a request at the Retail Loan Service Center or through PhoneBanking or write us an email at www.hdfcbank.com/services within 45 days from the date of application of change in repayment instructions. In case, we do not hear from you within the stipulated period, the defaced cheques will be destroyed.",""
"Loans","How do I obtain a duplicate NOC/Form 35 for a vehicle loan that has been closed and fully repaid","You may obtain a duplicate NOC/Form 35 for your vehicle by visiting any of our the Retail Loan Service Center and submit the following documents: Request form for Duplicate NOC/Form 35. Self attested copy of the Registration Certificate book, duly self attested by you, along with the Original Registration Certificate book for validation. Applicable fee of Rs. 500/- vide a cheque/payorder/demand draft favouring “HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. Please note that the Loan Closure NOC/Form 35 will not be issued if any of the following conditions apply: Copy of RC Book is not submitted The same vehicle is encumbered to the Bank for any other loan facility Any notice from a competent authority restraining the Bank from release of hypothecation If there are any existing over dues, direct or otherwise, in your name View more",""
"Loans","How can I change the mode of repayment/ account for my loan","In the event that you wish to change the mode of repayment/bank account for your loan repayment, you may visit the nearest the Retail Loan Service Center and submit your request with the revised account mandate/instructions. You can opt to repay through alternate repayment instructions as follows: 1) Standing Instructions: We offer the Standing Instructions (SI) facility whereby we can directly debit your HDFC Bank account for EMI amounts on due dates. Please submit the following at your nearest Retail Loan Service Centre: Request form for swap of repayment instructions. 3 Security cheques favoring HDFC Bank Ltd Loan Account No. << >>, each undated and filled with a value equal to the sum of 3 EMIs. SI mandate duly filled and verified by HDFC Bank. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. 2) Electronic Clearing Service (ECS): We offer the ECS facility whereby we can directly debit your non-HDFC Bank account for EMI amounts on due dates. Please submit the following at your nearest Retail Loan Service Centre: Request form for swap of repayment instructions. Security cheques favoring HDFC Bank Ltd Loan Account No. << >> *** ECS mandate duly filled and verified by your banker. ACH(Automated Clearing House) Mandate. Swap Charges of Rs.500/- favouring HDFC Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. ***Security Cheques: You need to issue 1 security cheque for every 6 Equated Monthly Installments (EMI). The amount on each security undated cheque should be equal to the sum of 3 EMIs. For example, if your EMI amount is Rs. 1000 and you have paid 18 EMIs for a 36 month loan tenure, you need to submit 3 Security Cheques of Rs. 3000 each. 3) Post-dated Cheques (This mode is allowed only if the location is non ECS): Please submit the following documents at your nearest the Retail Loan Service Center : Request form for swap of repayment instructions Revised post dated cheques in favour of HDFC Bank Ltd Loan Account No. << >> for the balance EMIs. ACH(Automated Clearing House) Mandate Swap Charges of Rs.500/- favouring HDFC Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","What are the tenure options available","The choice is yours. You can choose any repayment option from 12 to 84 months all specially designed to suit your requirements.",""
"Loans","How much finance can I avail of on New Car Loans","You can borrow up to 90% of the invoice value. However, the minimum loan amount is Rs. 1,00,000.",""
"Loans","Who can avail of HDFC Bank New Car Loans","We offer New Car Loans to the following: 1. Salaried individuals in the age group of 21 to 60 years (at the end of the tenure) 2. Self-employed individuals in the age group of 21 to 65 years (at the end of the tenure) 3. Partnership Firms 4. Public & Private Ltd. Companies 5. HUFs and Trusts View more",""
"Loans","What are the special privileges that HDFC Bank customers can avail of","If you are an HDFC Bank account holder, we have special rates of interest for you. If you have a Preferred Account or a Corporate Salary Account with HDFC Bank for more than 6 months, you can get fast approvals on your loans with minimal documentation. If you are an HDFC Bank Car Loan customer with a clear repayment of 12 months or more we can Top-Up your car loan to the extent of the original loan value.",""
"Loans","Do I have the option to pre-pay the entire loan amount","Yes. You can pre-pay the loan any time after 6 months of availing of the loan. You just have to pay a small pre-payment fee on the outstanding loan amount.",""
"Loans","Which cars can be financed for New Car Loans","We finance most passenger cars and multi-utility vehicles manufactured by India's leading automobile companies.",""
"Loans","What is the maximum amount I can borrow with an HDFC Bank New Car Loans","You can borrow up to 3 times your annual salary if you are a salaried professional and 6 times your annual income if you are a self-employed professional **. **Offers on specific models .Terms & conditions apply.",""
"Loans","Do I need a guarantor for New Car Loans","No, but if your income does not meet our credit criteria then you may be required to have a Gurantor/co-applicant. To stand surety for your loan.",""
"Loans","If I don't have an account with HDFC Bank, can I still avail of a New Car Loans","Repayment is preferred from a HDFC Bank account. Having an account with HDFC Bank helps in better eligibility and approval rates.",""
"Loans","How long will it take to process loan for New Car Loans","Within 48 hours of completing documentation. Type of Location End-to-End TAT* Urban Locations 5 Days Semi-urban & Rural Locations 7 Days * End-to-End TAT is Login-to-Disbursement turnaround time* TAT calculated from the day complete loan application received by the Bank",""
"Loans","Do I need a co-applicant for a New Car Loan","No, but if your income does not meet our credit criteria then you may be required to have a co-applicant.",""
"Loans","Do I have the option of pre-paying the entire loan amount","Yes. One can pre-pay the loan any time after 6 months of availing of the loan. One merely has to pay a small prepayment fee on the outstanding loan amount.",""
"Loans","So how do I get an HDFC Bank Car Loan","To get an HDFC Bank New Car Loan, just fill the Online Application Form or Leave your Number and our representative will get in touch with you shortly. Or you can also Call us or Visit our branch. View more",""
"Loans","What are the most important guidelines post disbursements for New Car Loans","Registration Certificate-Important advise HDFC Bank is in no way responsible for the delivery of the Registration Certificate. The Borrower shall submit the certified true copy of the Registration Certificate relevant to the vehicle for which the loan has been taken.The registration certificate has to be submitted within 60 days of having taken delivery of the vehicle or 150 days from the date of disbursal of the loan whichever is earlier.The Borrower is also required to submit copy of the Insurance policy as well as Invoice to the bank,within this period. Vehicle Delivery The role of HDFC Bank is to be a finance provider to the borrower and hence the Bank is not responsible for delay, non-delivery or any defect, damage in quality and workmanship of the Vehicle. The Bank is also not liable or responsible in case of defect or dispute of any nature in the title (even if the vehicle is found to be a stolen Vehicle) or ownership of the Vehicle. Loan cancellation In case of loan cancellation requested by the Borrower, in the event of non delivery of the vehicle,cancellation charges as well as interest charges till the time the refund of the loan is received from the dealer, will have to borne by the Borrower. Interstate NOCs In the event of a Borrower requiring a NOC for purpose of interstate registration,in the event of a transfer of employment or any other reason, fees of Rs 500 along with a refundable Fixed Deposit of Rs 5000 will be charged.It will be the borrower's responsibility to provide the transferred Registration certificate to the bank. We advise our customers to only deal with the Bank empanelled Direct sales associates.The Bank shall take no responsibility for any transactions undertaken by the borrower with any unempaneled direct sales associates,who may claim association with the Bank. It is also advised,that the customers should refrain from any dealings in cash with the Bank's Direct Sales associates .Borrowers should also not make any payments in cash/bearer cheque or kind in connection with the loan,to the executive,dealing with the borrower for purpose of the loan. View more",""
"Loans","Do I have an option to pay a skipped/ missed EMI for New Car Loans","Yes, you can pay your missed EMI online. You need to provide your HDFC Bank Loan details, confirm payment towards HDFC Bank Loan account post which you will receive an online transaction confirmation and a Transaction Reference Number. The link for making HDFC Bank overdue loan repayment online is given below. https://www.billdesk.com/pgidsk/pgmerc/hdfcemi/index.jsp .",""
"Loans","How do I obtain a NOC from the bank if my Registration Certificate is mutilated and  I wish to apply for a duplicate Registration Certificate book for a vehicle under finance with HDFC Bank","You may obtain the NOC for a duplicate Registration Certificate book for the said purpose by visiting any of our Retail Loan Service Center and submitting the following documents: Request form for applying for the required NOC. Self attested copy of the Registration Certificate book, duly self attested by you, along with the Original Registration Certificate book for validation. Applicable fee of Rs. 500//- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","How can I get my address changed in my loan account","In order to change your address in our records, we request you to visit the Retail Loan Service Center and submit the following documents: Request form for Address Change. Self Attested copy of your revised address proof along with the original address proof for validation. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided.",""
"Loans","How can I change the mode of repayment/ account for my loan","In the event that you wish to change the mode of repayment/bank account for your loan repayment, you may visit the nearest the Retail Loan Service Center and submit your request with the revised account mandate/instructions. You can opt to repay through alternate repayment instructions as follows: 1) Standing Instructions: We offer the Standing Instructions (SI) facility whereby we can directly debit your HDFC Bank account for EMI amounts on due dates. Please submit the following at your nearest Retail Loan Service Centre: Request form for swap of repayment instructions. 3 Security cheques favoring HDFC Bank Ltd Loan Account No. << >>, each undated and filled with a value equal to the sum of 3 EMIs. SI mandate duly filled and verified by HDFC Bank. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. 2) Electronic Clearing Service (ECS): We offer the ECS facility whereby we can directly debit your non-HDFC Bank account for EMI amounts on due dates. Please submit the following at your nearest Retail Loan Service Centre: Request form for swap of repayment instructions. Security cheques favoring HDFC Bank Ltd Loan Account No. << >> *** ECS mandate duly filled and verified by your banker. ACH(Automated Clearing House) Mandate. Swap Charges of Rs.500/- favouring HDFC Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. ***Security Cheques: You need to issue 1 security cheque for every 6 Equated Monthly Installments (EMI). The amount on each security undated cheque should be equal to the sum of 3 EMIs. For example, if your EMI amount is Rs. 1000 and you have paid 18 EMIs for a 36 month loan tenure, you need to submit 3 Security Cheques of Rs. 3000 each. 3) Post-dated Cheques (This mode is allowed only if the location is non ECS): Please submit the following documents at your nearest the Retail Loan Service Center : Request form for swap of repayment instructions Revised post dated cheques in favour of HDFC Bank Ltd Loan Account No. << >> for the balance EMIs. ACH(Automated Clearing House) Mandate Swap Charges of Rs.500/- favouring HDFC Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","How do I obtain a NOC from the bank for settling a partial loss Insurance Claim for a vehicle under finance with HDFC Bank","You may obtain the NOC to settle the partial insurance claim in your favour, provided there are no outstandings to your loan account, by visiting any of our Retail Loan Service Center and submitting the following documents: Request form for applying for the required NOC. Original Insurance Policy (will be returned back to you at the centre, post validation). Copy of the Insurance Policy, duly self attested by you. Claim Voucher provided by Insurance Company Applicable fee of Rs. 500/- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. Note, for Total Loss, Claims will be settled in favour of the Bank to close the loan based on the Loan Pre-Termination Statement as on the date of request and in case of any excess claim received from the Insurance Company, a refund will be made favouring the customer. View more",""
"Loans","How do I obtain a NOC from the bank if I have lost my Registration Certificate book for a vehicle under finance with HDFC Bank","You may obtain the NOC for a duplicate Registration Certificate book for your vehicle loan, by visiting any of our Retail Loan Service Center and submitting the following documents: Request form for applying for the required NOC. Self attested copy of the Registration Certificate book, duly self attested by you for validation. Copy of FIR or certificate from police or Acknowledgement from Police on written complaint with General Diary No. Applicable fee of Rs. 500//- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","What are the charges I have to pay to change the mode of repayment/ account for my loan","A service charge of Rs.500 is applicable for changes in loan repayment instructions issued from non-HDFC Bank Account (ECS or PDC facility). A cheque/payorder/demand draft for Rs. 500 favouring HDFC Bank Ltd Loan Account No. << >> will be required along with the revised set of repayment instructions.",""
"Loans","How do I obtain a Duplicate Repayment Schedule for my loan account","You may obtain a Duplicate Repayment Schedule for your loan account, free of charge by registering for our NetBanking facility on www.hdfcbank.com and download the repayment schedule for your linked loan account. Alternatively, you may visit the nearest Retail Loan Service Center and submit the following documents: Request form for Duplicate Repayment Schedule. Duplicate Repayment Schedule Charges of Rs.200/- favouring HDFC Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided View more",""
"Loans","How do I obtain a duplicate NOC/Form 35 for a vehicle loan that has been closed and fully repaid","You may obtain a duplicate NOC/Form 35 for your vehicle by visiting any of our the Retail Loan Service Center and submit the following documents: Request form for Duplicate NOC/Form 35. Self attested copy of the Registration Certificate book, duly self attested by you, along with the Original Registration Certificate book for validation. Applicable fee of Rs. 500/- vide a cheque/payorder/demand draft favouring “HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. Please note that the Loan Closure NOC/Form 35 will not be issued if any of the following conditions apply: Copy of RC Book is not submitted The same vehicle is encumbered to the Bank for any other loan facility Any notice from a competent authority restraining the Bank from release of hypothecation If there are any existing over dues, direct or otherwise, in your name View more",""
"Loans","What will be done with the post dated cheques if I request to change the mode of repayment/ account for my loan","Post Dated Cheques(PDCs)/Security Cheques submitted towards loan repayment that have not been encashed, will be defaced and retained by the Bank. In case, you wish to have your old Post Dated Cheques(PDCs)/ Security Cheques to be returned to you, kindly lodge a request at the Retail Loan Service Center or through PhoneBanking or write us an email at www.hdfcbank.com/services within 45 days from the date of application of change in repayment instructions. In case, we do not hear from you within the stipulated period, the defaced cheques will be destroyed.",""
"Loans","How do I obtain a NOC from the bank for fitting an LPG/CNG kit on my vehicle under finance with HDFC Bank","You may obtain the NOC for fitting an LPG/CNG kit on your registered vehicle under finance with us by visiting any of our the Retail Loan Service Center and submitting the following documents: Request form for LPG/CNG NOC. Self attested copy of the Registration Certificate book, duly self attested by you, along with the Original Registration Certificate book for validation. Applicable fee of Rs. 500/- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents (self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","What are the tenure options for Pre-owned Car Loans","The choice is with you. You can choose from any of the 5 well-placed repayment option of 12,24,36,48 or 60 months all specially designed to suit your requirements.",""
"Loans","How many times of my annual salary can I borrow with HDFC Bank Auto Loan","You can borrow up to 3 times your annual salary if you are a salaried professional and 6 times your annual income if you are a self-employed professional **. **This would also vary with higher loan value",""
"Loans","Do I need a guarantor for Pre-owned Car Loans","No, but if your income does not meet our credit criteria, then you may be required to have a guarantor to stand surety for your loan.",""
"Loans","How much finance can I avail of on Pre-owned Car Loans","You can borrow up to 85% of the car valuation",""
"Loans","What are the special privileges that HDFC Bank account holders can avail of","If you have had a Preferred Account or a Corporate Salary Account with HDFC Bank for more than six months, you can get fast approvals on your loans with minimal documentation.",""
"Loans","What are the most important guidelines post disbursements for Pre-owned Car Loans","Registration Certificate-Important advise HDFC Bank is in no way responsible for the delivery of the Registration Certificate. The Borrower shall submit the certified true copy of the Registration Certificate relevant to the vehicle for which the loan has been taken.The registration certificate has to be submitted within 60 days of having taken delivery of the vehicle or 150 days from the date of disbursal of the loan whichever is earlier.The Borrower is also required to submit copy of the Insurance policy as well as Invoice to the bank,within this period. Vehicle Delivery The role of HDFC Bank is to be a finance provider to the borrower and hence the Bank is not responsible for delay, non-delivery or any defect, damage in quality and workmanship of the Vehicle. The Bank is also not liable or responsible in case of defect or dispute of any nature in the title (even if the vehicle is found to be a stolen Vehicle) or ownership of the Vehicle. Loan cancellation In case of loan cancellation requested by the Borrower, in the event of non delivery of the vehicle,cancellation charges as well as interest charges till the time the refund of the loan is received from the dealer, will have to borne by the Borrower. Interstate NOCs In the event of a Borrower requiring a NOC for purpose of interstate registration,in the event of a transfer of employment or any other reason, fees of Rs 500 along with a refundable Fixed Deposit of Rs 5000 will be charged.It will be the borrower's responsibility to provide the transferred Registration certificate to the bank. We advise our customers to only deal with the Bank empanelled Direct sales associates.The Bank shall take no responsibility for any transactions undertaken by the borrower with any unempaneled direct sales associates,who may claim association with the Bank. It is also advised,that the customers should refrain from any dealings in cash with the Bank's Direct Sales associates .Borrowers should also not make any payments in cash/bearer cheque or kind in connection with the loan,to the executive,dealing with the borrower for purpose of the loan. View more",""
"Loans","Which cars can be financed for Pre-owned Car Loans","We finance most of passenger cars manufactured by India's leading automobile companies",""
"Loans","What is the maximum amount I can borrow with an HDFC Bank Pre-owned Car Loans","You can get an additional loan on your existing HDFC Bank Auto loan if you have a clear repayment track record of 12 months or more, till the extent of your existing loan amount at an attractive rate of interest.",""
"Loans","How long will it take to process loan for Pre-owned Car Loans","Within 48 hours of completing documentation.",""
"Loans","If I don't have an account with HDFC Bank, can I still avail of Pre-owned Car Loans","Repayment is preferred from a HDFC Bank account. Having an account with HDFC Bank helps in better eligibility and approval rates.",""
"Loans","Who can avail of HDFC Bank Pre-owned Car Loans","We offer Pre-owned Car Loans to the following: 1. Salaried individuals in the age group of 21 to 60 years (at the end of the tenure) 2. Self-employed individuals in the age group of 21 to 65 years (at the end of the tenure) 3. Partnership Firms 4. Public & Private Ltd. Companies 5. HUFs and Trusts Learn how to get an HDFC Bank Pre-owned Car Loans.",""
"Loans","Do I need a co-applicant for a New Car Loan","No, but if your income does not meet our credit criteria then you may be required to have a co-applicant.",""
"Loans","So how do I get an HDFC Bank Pre-owned Car Loans","To get an HDFC Bank Pre-owned Car Loans, just fill the Online Application Form and our representative will get in touch with you shortly. Or you can also Call us or Visit our branch.",""
"Loans","Do I have an option to pay a skipped/ missed EMI for Pre-owned Car Loans","Yes, you can pay your missed EMI online. You need to provide your HDFC Bank Loan details, confirm payment towards HDFC Bank Loan account post which you will receive an online transaction confirmation and a Transaction Reference Number. The link for making HDFC Bank overdue loan repayment online is given below. https://www.billdesk.com/pgidsk/pgmerc/hdfcemi/index.jsp .",""
"Loans","How can I change the mode of repayment/ account for my loan","In the event that you wish to change the mode of repayment/bank account for your loan repayment, you may visit the nearest the Retail Loan Service Center and submit your request with the revised account mandate/instructions. You can opt to repay through alternate repayment instructions as follows: 1) Standing Instructions: We offer the Standing Instructions (SI) facility whereby we can directly debit your HDFC Bank account for EMI amounts on due dates. Please submit the following at your nearest Retail Loan Service Centre: Request form for swap of repayment instructions. 3 Security cheques favoring HDFC Bank Ltd Loan Account No. << >>, each undated and filled with a value equal to the sum of 3 EMIs. SI mandate duly filled and verified by HDFC Bank. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. 2) Electronic Clearing Service (ECS): We offer the ECS facility whereby we can directly debit your non-HDFC Bank account for EMI amounts on due dates. Please submit the following at your nearest Retail Loan Service Centre: Request form for swap of repayment instructions. Security cheques favoring HDFC Bank Ltd Loan Account No. << >> *** ECS mandate duly filled and verified by your banker. ACH(Automated Clearing House) Mandate. Swap Charges of Rs.500/- favouring HDFC Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. ***Security Cheques: You need to issue 1 security cheque for every 6 Equated Monthly Installments (EMI). The amount on each security undated cheque should be equal to the sum of 3 EMIs. For example, if your EMI amount is Rs. 1000 and you have paid 18 EMIs for a 36 month loan tenure, you need to submit 3 Security Cheques of Rs. 3000 each. 3) Post-dated Cheques (This mode is allowed only if the location is non ECS): Please submit the following documents at your nearest the Retail Loan Service Center : Request form for swap of repayment instructions Revised post dated cheques in favour of HDFC Bank Ltd Loan Account No. << >> for the balance EMIs. ACH(Automated Clearing House) Mandate Swap Charges of Rs.500/- favouring HDFC Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","How do I obtain a NOC from the bank if my Registration Certificate is mutilated and  I wish to apply for a duplicate Registration Certificate book for a vehicle under finance with HDFC Bank","You may obtain the NOC for a duplicate Registration Certificate book for the said purpose by visiting any of our Retail Loan Service Center and submitting the following documents: Request form for applying for the required NOC. Self attested copy of the Registration Certificate book, duly self attested by you, along with the Original Registration Certificate book for validation. Applicable fee of Rs. 500//- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","How do I obtain a NOC from the bank if I have lost my Registration Certificate book for a vehicle under finance with HDFC Bank","You may obtain the NOC for a duplicate Registration Certificate book for your vehicle loan, by visiting any of our Retail Loan Service Center and submitting the following documents: Request form for applying for the required NOC. Self attested copy of the Registration Certificate book, duly self attested by you for validation. Copy of FIR or certificate from police or Acknowledgement from Police on written complaint with General Diary No. Applicable fee of Rs. 500//- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer,i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. View more",""
"Loans","How do I obtain a NOC from the bank for settling a partial loss Insurance Claim for a vehicle under finance with HDFC Bank","You may obtain the NOC to settle the partial insurance claim in your favour, provided there are no outstandings to your loan account, by visiting any of our Retail Loan Service Center and submitting the following documents: Request form for applying for the required NOC. Original Insurance Policy (will be returned back to you at the centre, post validation). Copy of the Insurance Policy, duly self attested by you. Claim Voucher provided by Insurance Company Applicable fee of Rs. 500/- vide a cheque/payorder/demand draft favouring HDFC Bank Ltd Loan Account No. << >>. In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided. Note, for Total Loss, Claims will be settled in favour of the Bank to close the loan based on the Loan Pre-Termination Statement as on the date of request and in case of any excess claim received from the Insurance Company, a refund will be made favouring the customer. View more",""
"Loans","What are the charges I have to pay to change the mode of repayment/ account for my loan","A service charge of Rs.500 is applicable for changes in loan repayment instructions issued from non-HDFC Bank Account (ECS or PDC facility). A cheque/payorder/demand draft for Rs. 500 favouring HDFC Bank Ltd Loan Account No. << >> will be required along with the revised set of repayment instructions.",""
"Loans","How do I obtain a Duplicate Repayment Schedule for my loan account","You may obtain a Duplicate Repayment Schedule for your loan account, free of charge by registering for our NetBanking facility on www.hdfcbank.com and download the repayment schedule for your linked loan account. Alternatively, you may visit the nearest Retail Loan Service Center and submit the following documents: Request form for Duplicate Repayment Schedule. Duplicate Repayment Schedule Charges of Rs.200/- favouring HDFC Bank Ltd Loan Account No. << >> In case a bearer submits the request on your behalf, a bearer authorisation along with KYC documents(self attested copy and original for validation) of the bearer, i.e. Identity and Signature Proof like PAN Card, Aadhar Card, Driving License or Passport Copy will also need to be provided View more",""
